Date,Open,High,Low,Close,Volume,OpenInt
2017-10-27,43.048,44.738,42.849,44.141,90513400,0
2017-10-30,44.221,44.927,43.624,44.111,48443776,0
2017-10-31,44.937,45.533,44.39,45.225,47276376,0
2017-11-01,45.702,46.438,45.324,46.438,48093943,0
2017-11-02,46.338,46.955,45.944,46.826,44863648,0
2017-11-03,46.925,47.024,45.334,46.07,39528422,0
2017-11-06,46.6,46.74,46.09,46.7,34006271,0
2017-11-07,46.7,47.09,46.64,46.78,24422113,0
2017-11-08,46.62,46.7,46.28,46.7,21556947,0
2017-11-09,46.05,46.39,45.65,46.3,25564257,0
2017-11-10,46.04,46.09,45.38,45.58,24088569,0
